"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"MAP4K4",-0.177261176160766,6.36953524730707,-1.26805192296076,0.259229990564792,0.701434295925506,-5.92230899613219,0.688390980649549
"CDKL1",0.531766493378274,2.89412368236623,1.26271821470689,0.260993490230185,0.703220418716239,-5.92834685662157,0.688390980649549
"SRMS",-0.736856812503162,-1.4895293164142,-1.25832599005001,0.262453857204776,0.704455908169534,-5.93330904100884,0.688390980649549
"CASK",0.798210118288663,2.46735423534941,1.25661045461392,0.263026259429605,0.704839804185223,-5.93524475198936,0.688390980649549
"RAF1",-0.255992590194336,4.94275450944489,-1.25210167493433,0.264536034962276,0.705732192487923,-5.9403256228414,0.688390980649549
"ADCK5",-0.187381143674077,4.29049380216473,-1.25174882976686,0.26465451566989,0.705732192487923,-5.94072283510703,0.688390980649549
"PLK1",-0.147277500252864,6.92842640940078,-1.22023351744258,0.275431629210121,0.715753228958003,-5.97596051104874,0.705760639119033
"IGF1R",-0.667378184010869,2.44609847386727,-1.21919659945204,0.275792811867534,0.715842504830113,-5.97711169119022,0.705760639119033
"STK24",-0.122317629320987,4.00405668944467,-1.21764834910892,0.276332891473831,0.716306136861932,-5.97882955953056,0.705760639119033
"RNASEL",0.2753656619363,4.30893616541942,1.2149880161102,0.277263108225334,0.71664193782282,-5.98177856820201,0.705760639119033
"CDKL5",0.732961064237244,3.41844130404864,1.19579507347072,0.284057252048313,0.722440143792071,-6.00294898331932,0.707660666128928
"PIM1",-0.47569217375011,2.61992683299976,-1.19176393520175,0.285502897247659,0.723279988563626,-6.00737168753091,0.707660666128928
"EIF2AK3",-0.5499267157976,4.04422801272966,-1.18654590999542,0.287383859713057,0.724272046894717,-6.01308414933888,0.707660666128928
"AKT2",-0.185456677163615,6.81133302938283,-1.18187137043824,0.289078208644593,0.725185333556924,-6.01818965082581,0.707660666128928
"CAMKK1",-0.36628129119455,3.10192443979506,-1.18146797425812,0.289224837750202,0.725185333556924,-6.01862970441855,0.707660666128928
"STK11",-0.397912974305106,3.77833361391637,-1.18059602602842,0.289542003626096,0.725185333556924,-6.01958059812202,0.707660666128928
"ATM",0.462482177718574,4.07754156547365,1.17996437460783,0.289771954707094,0.725185333556924,-6.0202691906758,0.707660666128928
"BRD3",-0.207023403082223,6.72257663603163,-1.17960459389781,0.289903003981389,0.725185333556924,-6.02066131109278,0.707660666128928
"ALK",-0.816746978448162,-0.00655380954505802,-1.16634150839146,0.294770644311945,0.728976921896375,-6.0350690326793,0.714986164508181
"PDGFRA",-0.623505232728478,1.04230721024912,-1.16238690406764,0.296235849703604,0.728976921896375,-6.03934686517315,0.714986164508181
"DDR1",-0.470451941616143,3.94942780316196,-1.15741030754451,0.298088783961164,0.728976921896375,-6.0447183099688,0.714986164508181
"NEK10",-0.764567544148612,-0.651945582654972,-1.15520725235222,0.298912283061193,0.728976921896375,-6.04709189715249,0.714986164508181
"CSK",-0.172846334911366,4.48354543769845,-1.13042859687365,0.308312160690801,0.728976921896375,-6.0736058769729,0.719151464056504
"TNK2",1.03873929382269,-1.78100259805634,1.12927651477235,0.308755391027434,0.728976921896375,-6.07483037473276,0.719151464056504
"CDK7",0.153492475845796,5.11012835915949,1.12832516934014,0.309121809994958,0.728976921896375,-6.07584095777704,0.719151464056504
"PTK2",-0.121692122580342,7.5091929341273,-1.12142210446683,0.311791882798122,0.728976921896375,-6.08315861053841,0.719151464056504
"CDK12",-0.192188931495952,5.71054483526836,-1.11709810306063,0.313474523392539,0.728976921896375,-6.08772858058928,0.719151464056504
"MAST4",0.897097268893932,1.88367752802067,1.11110752780249,0.315818636524431,0.728976921896375,-6.09404232570014,0.719151464056504
"TTBK1",-0.399623828373867,-2.10056033078075,-1.10827515588345,0.316932190527995,0.728976921896375,-6.09702033457028,0.719151464056504
"CAMKV",-0.952677307623016,-1.34281803355685,-1.10799398618784,0.317042917165631,0.728976921896375,-6.09731570986036,0.719151464056504
"AATK",0.233380974500059,3.79652433301823,1.10304007249285,0.318999264562347,0.729168457567399,-6.10251242587906,0.719151464056504
"PRKCH",0.443388479073567,1.38133496169065,1.10242652892782,0.319242278691098,0.729340476666577,-6.10315505217361,0.719151464056504
"TAOK2",0.155619819877724,4.33519166240753,1.1012168504001,0.319721877090087,0.729664593788215,-6.10442143092695,0.719151464056504
"FER",0.323506303710293,4.62992514274256,1.10061273938007,0.319961618872004,0.72967372580234,-6.10505353961022,0.719151464056504
